I007I,I007I.1,I007I.2,I007I.3,I007I.4,I007I.5,I007I.6,I007I.7,I007I.8,I007I.9,I007I.10,I007I.11,I007I.12,I007I.13,I007I.14,I007I.15,I007I.16,I007I.17,I007I.18,I007I.19,Landon425,Landon425.1,Landon425.2,Landon425.3,Landon425.4,Landon425.5,Landon425.6,Landon425.7,Landon425.8,Landon425.9,Landon425.10,Landon425.11,Landon425.12,Landon425.13,Landon425.14,Landon425.15,Landon425.16,Landon425.17,Landon425.18,Landon425.19,ball,ball.1,ball.2,ball.3,ball.4,ball.5,ball.6,ball.7,ball.8,ball.9,ball.10,ball.11,ball.12,game,game.1,game.2,game.3,game.4,game.5,I007I.20,Landon425.20
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,jump_active,double_jump_active,boost,boost_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,boost,boost_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.612128496170044,0.03480000048875809,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.647390127182007,0.035261597484350204,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.6824538707733154,0.03506380319595337,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.717747926712036,0.03529389947652817,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.755493640899658,0.037745799869298935,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.7933568954467773,0.037863198667764664,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.830343008041382,0.03698650002479553,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.866018533706665,0.03567560017108917,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.90399432182312,0.03797589987516403,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.941633701324463,0.037639301270246506,300,,,,,
-2048.0,2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.3999999910593033,0.19999999552965164,0.0,,,,0.009552613894084325,-0.7854089554748602,-1.534134422157188e-05,False,False,False,85.0,False,2048.0,-2560.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.3999999910593033,-0.19999999552965164,0.0,,,,0.009552613894084325,2.3561836610450038,-1.534134422157188e-05,False,False,85.0,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.97808575630188,0.03645189851522446,300,,,,,
