Phomohobic,Phomohobic.1,Phomohobic.2,Phomohobic.3,Phomohobic.4,Phomohobic.5,Phomohobic.6,Phomohobic.7,Phomohobic.8,Phomohobic.9,Phomohobic.10,Phomohobic.11,Phomohobic.12,Phomohobic.13,Phomohobic.14,Phomohobic.15,Phomohobic.16,Phomohobic.17,Phomohobic.18,Phomohobic.19,RegisChilbin,RegisChilbin.1,RegisChilbin.2,RegisChilbin.3,RegisChilbin.4,RegisChilbin.5,RegisChilbin.6,RegisChilbin.7,RegisChilbin.8,RegisChilbin.9,RegisChilbin.10,RegisChilbin.11,RegisChilbin.12,RegisChilbin.13,RegisChilbin.14,RegisChilbin.15,RegisChilbin.16,RegisChilbin.17,RegisChilbin.18,RegisChilbin.19,ball,ball.1,ball.2,ball.3,ball.4,ball.5,ball.6,ball.7,ball.8,ball.9,ball.10,ball.11,ball.12,game,game.1,game.2,game.3,game.4,game.5,Phomohobic.20,RegisChilbin.20
pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,jump_active,double_jump_active,boost,boost_active,dodge_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,throttle,steer,handbrake,rot_x,rot_y,rot_z,dodge_active,boost,boost_active,jump_active,double_jump_active,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,ang_vel_x,ang_vel_y,ang_vel_z,hit_team_no,rot_x,rot_y,rot_z,time,delta,seconds_remaining,replicated_seconds_remaining,ball_has_been_hit,goal_number,boost_collect,boost_collect
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.9326887130737305,0.03465620055794716,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,3.967468500137329,0.034779999405145645,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.001468181610107,0.03399980068206787,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.0359015464782715,0.03443250060081482,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.070678234100342,0.03477669879794121,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.1054863929748535,0.03480830043554306,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.1405768394470215,0.03509010002017021,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.175361156463623,0.03478400036692619,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.209853649139404,0.03449289873242378,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.244561195373535,0.034707602113485336,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.279341697692871,0.0347805991768837,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.313896656036377,0.03455499932169914,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.348596572875977,0.03470010310411453,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.383206844329834,0.03461039811372757,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,237.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.417707443237305,0.034500401467084885,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,237.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.451972007751465,0.034264497458934784,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.492417335510254,0.04044580087065697,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.527769088745117,0.035352300852537155,300,,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.567469596862793,0.03970009833574295,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.603437900543213,0.035969000309705734,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.641970634460449,0.03853200003504753,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.67708683013916,0.035116299986839294,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.714949131011963,0.0378619022667408,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.749356746673584,0.03440749645233154,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.783896446228027,0.03453950211405754,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.818078994750977,0.03418239951133728,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.852015018463135,0.03393600136041641,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.8855695724487305,0.033554498106241226,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.919626235961914,0.034056901931762695,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.954213619232178,0.03458769991993904,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,4.9886651039123535,0.034451600164175034,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.022631645202637,0.033966898918151855,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.057056427001953,0.03442449867725372,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.092658519744873,0.03560199961066246,300,3.0,,,,
256.0,3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,0.5999999865889549,0.0,0.0,,,,0.009544408615608195,-1.570788551888575,3.701008606201032e-08,False,False,85.0,False,False,-256.0,-3840.0,17.010000228881836,0.0,0.0,2.0999999344348907,-0.5999999865889549,0.0,0.0,255.0,,,0.009544408615608195,1.570788551888575,-3.701008606201032e-08,False,85.0,False,False,False,0.0,0.0,92.73999786376953,,,,,,,,5.394781965177863e-06,5.394811069085828e-06,5.394811069085828e-06,5.126610279083252,0.03395260125398636,300,3.0,,,,
